Loan Amount,Credit Score,Property Value,Loan-to-Value Ratio,Loan Term (years),Employment Length,Location,Loan Type,Property Type,State,Interest Rate,Debt-To-Income DTI,Down Payment $,Income,Ocuppancy Type
468661,768,678270,0.8455895944788568,30,5-10 years,Rural,Adjustable,Townhouse,CA,5.64,38,82016,191349,Secondary
447703,673,598860,0.917954834661578,15,5-10 years,Rural,Fixed,Condo,CA,7.73,45,57056,129378,Primary
412024,730,493159,0.9592285639554826,15,10+ years,Suburban,Fixed,Townhouse,MI,8.71,24,90241,121104,Investment
284192,784,430012,0.7203825530639522,25,3-5 years,Suburban,Fixed,Multi Family,IL,6.34,28,91413,165593,Investment
486995,689,236880,0.8696484259223991,40,10+ years,Urban,Fixed,Townhouse,NY,2.56,38,12482,319777,Investment
192213,746,247609,0.8616209753915526,15,5-10 years,Urban,Adjustable,Townhouse,TX,7.27,11,24545,332201,Investment
136947,767,254368,0.5105223153540616,30,10+ years,Suburban,Fixed,Single Family,CA,4.46,31,52094,171275,Investment
477004,825,423948,0.9304162088709702,30,1-3 years,Rural,Adjustable,Townhouse,TX,5.65,12,71206,199483,Secondary
206964,741,592971,0.8856112797117489,40,3-5 years,Suburban,Adjustable,Multi Family,TX,3.89,48,46004,182493,Investment
340074,743,488612,0.983235975058465,40,< 1 year,Suburban,Adjustable,Townhouse,TX,2.65,39,35678,117478,Primary
236474,664,321938,0.987400191954608,25,< 1 year,Rural,Fixed,Single Family,FL,5.46,30,30282,343034,Investment
463212,825,217962,0.9726186545233667,20,5-10 years,Suburban,Adjustable,Single Family,NC,8.14,31,59962,335907,Secondary
446524,722,570734,0.8376294985915052,40,3-5 years,Urban,Adjustable,Multi Family,NC,4.07,44,90140,144225,Investment
397370,787,318128,0.8944141130564062,15,< 1 year,Rural,Adjustable,Multi Family,CA,9.0,44,90969,263567,Primary
116104,727,625793,0.6564213384331821,25,5-10 years,Rural,Adjustable,Multi Family,MI,4.99,22,87091,183166,Investment
498611,848,485921,0.8860607201089221,40,< 1 year,Suburban,Adjustable,Single Family,FL,4.79,14,97101,310386,Secondary
448799,663,454810,0.5442990728793895,15,3-5 years,Urban,Adjustable,Single Family,NY,8.87,16,83671,330378,Secondary
174281,762,275145,0.5864265219149514,40,3-5 years,Urban,Fixed,Townhouse,IL,3.83,50,96786,166411,Investment
314627,825,600022,0.8576173549605031,25,1-3 years,Suburban,Adjustable,Condo,IL,5.85,32,34708,214889,Investment
391129,779,251466,0.9165340616006622,15,3-5 years,Rural,Adjustable,Condo,CA,7.91,26,71166,293220,Primary
128316,841,531635,0.5212374494660899,20,< 1 year,Urban,Adjustable,Townhouse,NC,8.53,31,26412,105094,Secondary
255855,817,499886,0.8249139222477174,20,10+ years,Suburban,Fixed,Multi Family,NY,8.96,23,68773,214954,Primary
235750,688,246537,0.7514554524171997,40,1-3 years,Rural,Adjustable,Multi Family,GA,1.51,38,90065,238779,Primary
313133,828,335842,0.584828169876407,20,10+ years,Urban,Adjustable,Multi Family,MI,8.89,19,39214,187593,Secondary
158943,772,609498,0.773717375602492,15,3-5 years,Suburban,Fixed,Single Family,GA,8.95,21,60095,183042,Secondary
187358,702,450962,0.8083187805026915,30,< 1 year,Urban,Fixed,Condo,NC,3.94,47,58709,139712,Secondary
175769,787,424476,0.834803748836304,40,3-5 years,Urban,Fixed,Condo,NC,5.25,18,38948,312940,Primary
133649,723,298333,0.7257691818065019,40,3-5 years,Urban,Adjustable,Single Family,MI,4.02,49,47287,236945,Primary
220991,697,371220,0.9379799254409327,40,1-3 years,Suburban,Fixed,Multi Family,IL,2.17,19,75975,253778,Primary
426165,825,227423,0.9222286971156424,40,< 1 year,Urban,Fixed,Townhouse,FL,3.24,34,12514,165226,Secondary
221401,755,463484,0.875429108309515,40,< 1 year,Urban,Adjustable,Condo,TX,3.56,50,47681,238103,Investment
295953,737,206620,0.9404923028904579,30,< 1 year,Rural,Adjustable,Multi Family,NC,4.86,39,29808,212598,Primary
497612,783,318691,0.7333282284967717,30,1-3 years,Urban,Fixed,Condo,CA,5.24,25,19782,334174,Secondary
166603,823,373594,0.9308029069276412,20,10+ years,Urban,Adjustable,Condo,MI,8.41,36,20288,125698,Secondary
115748,716,693736,0.9460392170383355,15,3-5 years,Suburban,Fixed,Multi Family,GA,8.55,31,98400,257577,Investment
320044,668,502612,0.7236150305365713,40,< 1 year,Rural,Adjustable,Multi Family,NC,3.52,26,59684,233199,Investment
364240,724,692710,0.74023462768944,20,3-5 years,Rural,Fixed,Single Family,TX,6.67,30,53540,328456,Secondary
145861,654,646481,0.8194173720269493,15,3-5 years,Urban,Adjustable,Multi Family,OH,7.92,40,61533,276809,Secondary
380706,720,218539,0.7554947292474982,15,3-5 years,Suburban,Fixed,Condo,NC,7.68,27,64242,233000,Investment
235578,669,496422,0.8748326728949576,20,< 1 year,Rural,Fixed,Multi Family,NC,7.7,12,70698,139156,Primary
464619,839,605727,0.9261866441772425,15,1-3 years,Suburban,Adjustable,Single Family,IL,9.1,20,46209,336627,Secondary
394218,717,514175,0.579952361383351,15,< 1 year,Urban,Fixed,Single Family,NY,9.28,22,47707,291815,Primary
129737,825,349101,0.7261795919059855,15,5-10 years,Rural,Adjustable,Single Family,NY,8.32,27,13260,343963,Investment
340056,751,288772,0.5033716487951727,25,< 1 year,Suburban,Fixed,Multi Family,NY,7.43,35,13372,329299,Primary
151984,655,586999,0.9148468694950516,40,10+ years,Rural,Adjustable,Townhouse,NY,3.6,27,13704,196941,Primary
286413,663,520532,0.8482332310591738,30,10+ years,Suburban,Fixed,Single Family,GA,5.09,38,51837,142218,Secondary
206184,766,256975,0.6629889716586945,30,5-10 years,Rural,Adjustable,Single Family,IL,4.58,36,93108,349709,Secondary
323515,729,505466,0.9656960652094839,40,5-10 years,Urban,Adjustable,Multi Family,NC,3.4,16,57385,193989,Investment
152055,839,215996,0.5205385605258568,25,3-5 years,Urban,Adjustable,Condo,NC,7.75,14,48106,123239,Primary
241019,817,548522,0.7806862109326904,15,1-3 years,Rural,Adjustable,Single Family,PA,9.42,16,33871,307713,Secondary
402076,788,327923,0.7501806756653392,15,10+ years,Suburban,Adjustable,Townhouse,MI,7.46,44,23617,142521,Primary
178469,718,356241,0.8610957632746479,30,3-5 years,Rural,Fixed,Multi Family,PA,6.53,16,92155,229435,Investment
349253,750,213070,0.8398605807546606,25,10+ years,Suburban,Adjustable,Condo,NC,7.46,11,10278,321234,Investment
303564,765,355409,0.9361074467086198,40,< 1 year,Rural,Fixed,Townhouse,IL,2.43,28,33442,175050,Secondary
311564,658,459841,0.9886384133611017,20,10+ years,Suburban,Fixed,Single Family,CA,5.21,16,49828,232565,Secondary
256879,742,360940,0.8235514180591927,40,3-5 years,Suburban,Adjustable,Multi Family,CA,2.18,23,29220,223088,Investment
258278,842,551862,0.8681300136941184,15,3-5 years,Urban,Fixed,Multi Family,GA,7.97,10,69624,303806,Investment
363431,831,319385,0.9899821754589351,30,1-3 years,Urban,Fixed,Townhouse,FL,6.89,41,92722,221197,Primary
487543,707,590439,0.8320942696168192,30,< 1 year,Rural,Fixed,Single Family,MI,4.85,40,33795,134372,Secondary
382689,656,249721,0.8672966882536177,20,< 1 year,Rural,Fixed,Single Family,CA,7.66,36,66819,342478,Investment
334058,791,555148,0.5553390381762597,40,< 1 year,Rural,Fixed,Multi Family,MI,3.29,17,19481,274231,Investment
296859,719,218721,0.601174191866144,15,10+ years,Rural,Adjustable,Single Family,TX,8.53,32,23496,118901,Primary
336501,642,289756,0.8439771669650201,20,1-3 years,Suburban,Adjustable,Single Family,PA,5.53,42,49160,324212,Investment
