Loan Amount,Credit Score,Property Value,Loan-to-Value Ratio,Loan Term (years),Employment Length,Location,Loan Type,Property Type,State,Interest Rate,Debt-To-Income DTI,Down Payment $,Income,Ocuppancy Type
117538,844,635373,0.7700321051046053,25,5-10 years,Suburban,Fixed,Condo,PA,6.02,36,76425,276101,Investment
479540,802,301294,0.815343108090777,25,3-5 years,Rural,Fixed,Multi Family,GA,8.2,47,61220,295324,Investment
453722,727,530012,0.8157453514748181,25,10+ years,Urban,Adjustable,Single Family,TX,7.6,46,44864,113921,Secondary
472192,666,428802,0.9472518950574074,25,3-5 years,Urban,Fixed,Multi Family,MI,6.26,24,12001,324948,Secondary
171636,798,536664,0.8862276432348684,40,1-3 years,Rural,Fixed,Townhouse,NC,4.1,31,30478,285669,Primary
242817,676,674531,0.9917878400882114,15,10+ years,Rural,Adjustable,Single Family,PA,7.11,34,31256,238894,Secondary
128953,740,526378,0.5711754524042403,40,10+ years,Urban,Fixed,Multi Family,NC,3.51,13,36421,254643,Primary
280665,733,239981,0.9283293659346737,20,1-3 years,Urban,Adjustable,Condo,IL,8.54,50,19378,310528,Secondary
168931,738,559756,0.9919693217065622,25,5-10 years,Rural,Adjustable,Single Family,IL,7.42,37,53984,343694,Primary
478521,786,654741,0.5147877204294868,25,5-10 years,Rural,Adjustable,Condo,NY,6.32,13,22894,283922,Secondary
444638,811,531763,0.6761323069496683,15,5-10 years,Urban,Fixed,Townhouse,CA,10.47,38,74574,231345,Investment
488932,702,538691,0.8412485923790969,20,5-10 years,Urban,Adjustable,Single Family,NC,6.09,15,29040,166046,Secondary
157080,831,386684,0.902890269542354,30,5-10 years,Suburban,Fixed,Townhouse,NY,6.82,22,48490,279237,Investment
335767,649,331637,0.912573403062303,40,10+ years,Suburban,Fixed,Townhouse,OH,1.82,27,68930,340051,Secondary
242498,666,555675,0.6646003528392468,15,10+ years,Rural,Adjustable,Condo,IL,8.13,45,15606,217943,Secondary
235541,699,486103,0.7575577766176179,40,1-3 years,Rural,Adjustable,Multi Family,NC,2.05,32,51089,222664,Secondary
232746,815,659944,0.7003056971178672,20,10+ years,Rural,Adjustable,Multi Family,NY,8.45,20,10431,257924,Secondary
178663,652,547488,0.9002650442309381,30,< 1 year,Rural,Fixed,Townhouse,FL,4.88,38,99114,282722,Secondary
100040,756,605240,0.7884930817297708,15,1-3 years,Suburban,Adjustable,Single Family,GA,8.97,26,37421,202056,Secondary
228612,713,367646,0.9065300139792918,20,10+ years,Urban,Fixed,Single Family,FL,6.16,23,99007,330249,Secondary
365230,720,297405,0.7772651420375973,20,1-3 years,Urban,Fixed,Single Family,FL,8.05,21,22835,325584,Secondary
230200,702,321037,0.5215519890873195,40,1-3 years,Rural,Adjustable,Townhouse,OH,2.06,38,77292,316200,Secondary
129900,775,283886,0.7315311300135878,25,< 1 year,Urban,Fixed,Single Family,PA,7.23,34,50992,133726,Investment
489579,794,219637,0.517216653744185,40,5-10 years,Urban,Fixed,Single Family,PA,3.11,28,38909,114390,Secondary
259878,742,627898,0.9028788545430098,25,< 1 year,Urban,Fixed,Single Family,CA,5.31,28,54242,176468,Secondary
276705,817,627426,0.9812768294809397,30,3-5 years,Rural,Adjustable,Multi Family,NC,5.17,44,37637,218310,Investment
212594,776,337984,0.6975735550000229,15,1-3 years,Urban,Fixed,Multi Family,NY,8.36,41,54733,295260,Primary
363498,831,560900,0.8699118863343043,30,3-5 years,Suburban,Adjustable,Townhouse,PA,5.86,39,59926,147842,Investment
299007,697,556299,0.6289902989878875,30,1-3 years,Suburban,Adjustable,Townhouse,MI,5.93,17,87188,297645,Investment
489778,799,341869,0.5126234135646562,40,5-10 years,Rural,Adjustable,Condo,OH,2.56,45,49052,343541,Primary
379800,662,209078,0.9387949301528778,30,1-3 years,Rural,Fixed,Single Family,MI,5.47,50,50344,237250,Secondary
297776,659,367095,0.9536263857004788,30,1-3 years,Suburban,Fixed,Single Family,PA,4.44,14,71521,242877,Investment
473624,659,577991,0.724563296095182,25,10+ years,Urban,Fixed,Townhouse,CA,6.73,15,81155,148288,Secondary
377743,850,427959,0.8443174100669433,25,10+ years,Suburban,Fixed,Condo,PA,6.89,31,55581,186031,Secondary
381798,713,680230,0.5424621287948214,40,3-5 years,Rural,Adjustable,Townhouse,NY,2.97,24,71875,199658,Investment
463314,651,649157,0.9160125474364853,15,1-3 years,Urban,Adjustable,Multi Family,FL,8.47,42,27816,221419,Investment
319920,820,389984,0.7217918455996002,20,< 1 year,Urban,Fixed,Multi Family,PA,7.59,24,69971,101093,Investment
210423,669,511532,0.7871883201577741,25,< 1 year,Rural,Adjustable,Single Family,NC,5.85,14,96325,192034,Secondary
400830,817,245675,0.9312806649957123,40,< 1 year,Suburban,Fixed,Multi Family,GA,3.78,19,18647,284161,Primary
116631,672,522344,0.7833960993754874,25,1-3 years,Urban,Fixed,Condo,CA,6.41,22,98798,220290,Primary
262943,803,239155,0.6000106840786399,30,3-5 years,Rural,Fixed,Condo,NC,4.81,18,33594,349631,Secondary
425665,846,697087,0.6569998448651531,30,< 1 year,Urban,Fixed,Single Family,GA,4.95,48,16103,171119,Secondary
205654,744,639792,0.7265156393495371,25,3-5 years,Urban,Fixed,Single Family,IL,4.99,21,73329,260008,Secondary
101186,819,271131,0.5897176146540373,40,1-3 years,Urban,Fixed,Condo,OH,4.28,42,46678,286332,Secondary
228738,645,552882,0.6847966828818093,20,< 1 year,Urban,Adjustable,Single Family,IL,5.95,44,12141,314728,Investment
168609,823,299870,0.5796018594993388,20,10+ years,Urban,Fixed,Single Family,FL,8.33,42,96618,307311,Primary
278429,807,686936,0.5559016771711437,40,5-10 years,Rural,Adjustable,Single Family,FL,2.81,34,53676,194711,Primary
363109,823,403030,0.7763572183736511,20,10+ years,Rural,Fixed,Condo,PA,9.02,20,84585,305758,Secondary
449178,709,542324,0.9833630040017021,25,3-5 years,Urban,Adjustable,Condo,NC,5.72,49,63141,274286,Investment
284891,667,592437,0.9987605678981857,25,< 1 year,Suburban,Adjustable,Condo,FL,6.64,11,57713,234481,Secondary
282089,743,648516,0.7925960827229374,30,5-10 years,Suburban,Fixed,Single Family,FL,6.5,11,26511,184233,Investment
198470,644,390437,0.6188991184340421,40,5-10 years,Suburban,Fixed,Multi Family,NY,2.16,48,66395,206868,Investment
118958,736,475461,0.8232316842285323,15,5-10 years,Urban,Fixed,Condo,OH,6.94,34,38100,118336,Investment
302898,752,563330,0.9501261350289816,30,1-3 years,Suburban,Adjustable,Condo,GA,4.67,31,56060,193218,Primary
399057,792,348534,0.7178082833315398,40,5-10 years,Rural,Fixed,Multi Family,GA,3.84,45,91006,225223,Secondary
300193,726,616596,0.7399290520940067,30,< 1 year,Rural,Fixed,Multi Family,GA,4.72,11,10772,171968,Investment
331066,676,477870,0.8487315390995918,15,< 1 year,Urban,Fixed,Multi Family,OH,6.25,50,72231,312482,Secondary
463076,785,312233,0.983834461839268,25,3-5 years,Urban,Fixed,Multi Family,MI,5.44,33,47477,339486,Secondary
191471,828,405006,0.6631313995662222,30,1-3 years,Rural,Adjustable,Multi Family,NY,5.29,13,82352,348504,Investment
169135,764,222037,0.6539533282165447,25,5-10 years,Urban,Fixed,Single Family,GA,7.57,35,86340,316162,Primary
202307,656,341267,0.5875809410243862,25,1-3 years,Suburban,Fixed,Single Family,NC,6.2,27,68185,313850,Secondary
422132,703,242351,0.8520191290537411,40,5-10 years,Rural,Fixed,Multi Family,NC,1.66,38,43041,306585,Investment
